Country_Code,Country_Name,Year,Region,Income_Group,Control_of_Corruption,Government_Effectiveness,Political_Stability,Rule_Of_Law,Regulatory_Quality,Voice_and_Accountability
CPV,Cabo Verde,2015,Sub-Saharan Africa,Lower middle income,0.9297226071357727,0.16827255487442017,0.855819821357727,0.5675875544548035,-0.16244234144687653,0.942328155040741
CPV,Cabo Verde,2016,Sub-Saharan Africa,Lower middle income,0.8441473245620728,0.11370381712913513,0.8711901903152466,0.284915566444397,-0.19408725202083588,0.973954975605011
CPV,Cabo Verde,2017,Sub-Saharan Africa,Lower middle income,0.7964540719985962,0.14313443005084991,0.7628655433654785,0.3529057502746582,-0.07985793799161911,0.9637483954429626
CPV,Cabo Verde,2018,Sub-Saharan Africa,Lower middle income,0.7554239630699158,0.34090861678123474,0.8332619071006775,0.39306238293647766,-0.03630748763680458,0.9746450185775757
CPV,Cabo Verde,2019,Sub-Saharan Africa,Lower middle income,0.8510129451751709,0.278803288936615,0.8596274256706238,0.44679397344589233,-0.02477407641708851,0.9492197632789612
CRI,Costa Rica,2000,Latin America & Caribbean,Upper middle income,0.6986085176467896,0.26220667362213135,0.8685423135757446,0.5370798110961914,0.697727382183075,1.0946989059448242
CRI,Costa Rica,2002,Latin America & Caribbean,Upper middle income,0.4445715546607971,0.3065612316131592,1.0686944723129272,0.5549972057342529,0.4414333999156952,1.11081862449646
CRI,Costa Rica,2003,Latin America & Caribbean,Upper middle income,0.516545832157135,0.21141895651817322,0.5957565903663635,0.5268665552139282,0.6231640577316284,0.9642846584320068
CRI,Costa Rica,2004,Latin America & Caribbean,Upper middle income,0.2849179208278656,0.2122901976108551,0.6315765380859375,0.5029032230377197,0.5466582179069519,0.9712736010551453
CRI,Costa Rica,2005,Latin America & Caribbean,Upper middle income,0.3651924729347229,0.14977812767028809,0.7082281708717346,0.49726366996765137,0.5941565036773682,0.816958487033844
CRI,Costa Rica,2006,Latin America & Caribbean,Upper middle income,0.37865132093429565,0.030958637595176697,0.7360501289367676,0.3897140920162201,0.3821233808994293,0.9157226085662842
CRI,Costa Rica,2007,Latin America & Caribbean,Upper middle income,0.4571150243282318,0.21147200465202332,0.5827726721763611,0.35434475541114807,0.45015689730644226,0.935347318649292
CRI,Costa Rica,2008,Latin America & Caribbean,Upper middle income,0.49320897459983826,0.27057191729545593,0.3597652316093445,0.4536893367767334,0.5661876201629639,0.9667596817016602
CRI,Costa Rica,2009,Latin America & Caribbean,Upper middle income,0.7154701352119446,0.32113441824913025,0.5870603919029236,0.5788094997406006,0.5181843638420105,1.005833625793457
CRI,Costa Rica,2010,Latin America & Caribbean,Upper middle income,0.6643916368484497,0.2989288866519928,0.6915372014045715,0.5357608795166016,0.5860270261764526,1.0398894548416138
CRI,Costa Rica,2011,Latin America & Caribbean,Upper middle income,0.5931735634803772,0.2833986282348633,0.5082760453224182,0.44325900077819824,0.5962609052658081,1.0538626909255981
CRI,Costa Rica,2012,Latin America & Caribbean,Upper middle income,0.5707536935806274,0.47439906001091003,0.6384024620056152,0.5289114713668823,0.7436310648918152,1.0882197618484497
CRI,Costa Rica,2013,Latin America & Caribbean,Upper middle income,0.5774414539337158,0.45591115951538086,0.677918016910553,0.5638552904129028,0.7472737431526184,1.078458547592163
CRI,Costa Rica,2014,Latin America & Caribbean,Upper middle income,0.7253783345222473,0.36244192719459534,0.5774182081222534,0.5833747982978821,0.6564262509346008,1.1383360624313354
CRI,Costa Rica,2015,Latin America & Caribbean,Upper middle income,0.6870557069778442,0.3065544664859772,0.6699740290641785,0.49279892444610596,0.664466142654419,1.151611089706421
CRI,Costa Rica,2016,Latin America & Caribbean,Upper middle income,0.6783108115196228,0.28387451171875,0.6485530138015747,0.4310416579246521,0.5264795422554016,1.1179099082946777
CRI,Costa Rica,2017,Latin America & Caribbean,Upper middle income,0.43239185214042664,0.22252170741558075,0.5970072150230408,0.42886871099472046,0.43350425362586975,1.1217596530914307
CRI,Costa Rica,2018,Latin America & Caribbean,Upper middle income,0.50113844871521,0.3527064025402069,0.45338600873947144,0.46783536672592163,0.47617271542549133,1.1190075874328613
CRI,Costa Rica,2019,Latin America & Caribbean,Upper middle income,0.6268571019172668,0.34766140580177307,0.43031996488571167,0.5294641852378845,0.5446619987487793,1.0942723751068115
CUB,Cuba,2000,Latin America & Caribbean,Upper middle income,0.3570088744163513,-0.3683355450630188,0.24843253195285797,-1.0498486757278442,-1.2241133451461792,-1.635162115097046
CUB,Cuba,2002,Latin America & Caribbean,Upper middle income,0.4014890789985657,-0.5843361020088196,0.26364409923553467,-1.1739742755889893,-1.2986679077148438,-1.6486295461654663
CUB,Cuba,2003,Latin America & Caribbean,Upper middle income,0.22000153362751007,-0.3536873757839203,0.316652774810791,-1.2231990098953247,-1.4572265148162842,-1.789759635925293
CUB,Cuba,2004,Latin America & Caribbean,Upper middle income,0.21761205792427063,-0.4544632136821747,0.35542210936546326,-1.1071197986602783,-1.6023917198181152,-1.7855881452560425
CUB,Cuba,2005,Latin America & Caribbean,Upper middle income,0.26849496364593506,-0.5358689427375793,0.4247858226299286,-1.0865347385406494,-1.319814682006836,-1.8051575422286987
CUB,Cuba,2006,Latin America & Caribbean,Upper middle income,0.25237688422203064,-0.24222663044929504,0.47447726130485535,-0.7638188004493713,-1.4324051141738892,-1.8872102499008179
CUB,Cuba,2007,Latin America & Caribbean,Upper middle income,0.3012464940547943,-0.1863412708044052,0.4509415924549103,-0.6904316544532776,-1.5610593557357788,-1.8539831638336182
CUB,Cuba,2008,Latin America & Caribbean,Upper middle income,0.26284104585647583,-0.3589426875114441,0.5242266058921814,-0.8276556730270386,-1.4968012571334839,-1.8006389141082764
CUB,Cuba,2009,Latin America & Caribbean,Upper middle income,0.27481022477149963,-0.336485356092453,0.35667985677719116,-0.7124260663986206,-1.6024627685546875,-1.7038830518722534
CUB,Cuba,2010,Latin America & Caribbean,Upper middle income,0.3086428940296173,-0.3348068296909332,0.34929242730140686,-0.7225090265274048,-1.6719130277633667,-1.616887092590332
CUB,Cuba,2011,Latin America & Caribbean,Upper middle income,0.26503998041152954,-0.3489513397216797,0.2803821265697479,-0.693881630897522,-1.6269454956054688,-1.6103568077087402
CUB,Cuba,2012,Latin America & Caribbean,Upper middle income,0.22804300487041473,-0.37664559483528137,0.3072482943534851,-0.7086325883865356,-1.561159610748291,-1.5146074295043945
CUB,Cuba,2013,Latin America & Caribbean,Upper middle income,0.11321475356817245,-0.4106271266937256,0.37056463956832886,-0.6989426612854004,-1.5807372331619263,-1.4787653684616089
CUB,Cuba,2014,Latin America & Caribbean,Upper middle income,0.06270646303892136,-0.03520331531763077,0.5448220372200012,-0.654899537563324,-1.3248159885406494,-1.5449937582015991
CUB,Cuba,2015,Latin America & Caribbean,Upper middle income,0.038378920406103134,0.002754909684881568,0.6347500085830688,-0.718148410320282,-1.2492725849151611,-1.558025598526001
CUB,Cuba,2016,Latin America & Caribbean,Upper middle income,0.13558876514434814,-0.12464915215969086,0.6731316447257996,-0.4588594436645508,-1.3551807403564453,-1.5597608089447021
CUB,Cuba,2017,Latin America & Caribbean,Upper middle income,0.23262248933315277,-0.19863256812095642,0.638511061668396,-0.44970205426216125,-1.3514808416366577,-1.552194595336914
CUB,Cuba,2018,Latin America & Caribbean,Upper middle income,0.1342509686946869,-0.250103235244751,0.6406028270721436,-0.4637920558452606,-1.4793422222137451,-1.4560240507125854
CUB,Cuba,2019,Latin America & Caribbean,Upper middle income,0.014878592453897,-0.17787978053092957,0.6105005741119385,-0.3404945135116577,-1.5050153732299805,-1.439603328704834
CYM,Cayman Islands,2000,Latin America & Caribbean,High income,1.313403844833374,1.8882628679275513,0.7132350206375122,1.4913969039916992,1.2231435775756836,1.5912036895751953
CYM,Cayman Islands,2002,Latin America & Caribbean,High income,1.310743808746338,1.9008361101150513,0.7925599217414856,1.4694184064865112,1.422462821006775,1.5733187198638916
CYM,Cayman Islands,2003,Latin America & Caribbean,High income,1.3327895402908325,1.3490371704101562,0.8517200350761414,1.228445053100586,1.4146842956542969,0.9632976055145264
CYM,Cayman Islands,2004,Latin America & Caribbean,High income,1.259595274925232,1.2566802501678467,1.2347493171691895,1.1433179378509521,1.4625065326690674,0.8777974843978882
CYM,Cayman Islands,2005,Latin America & Caribbean,High income,1.2696630954742432,1.2875980138778687,1.1896660327911377,0.847438395023346,1.3591607809066772,0.9037812352180481
CYM,Cayman Islands,2006,Latin America & Caribbean,High income,1.2513132095336914,1.279817819595337,1.1047999858856201,1.0692214965820312,1.3497759103775024,0.7828683257102966
CYM,Cayman Islands,2007,Latin America & Caribbean,High income,1.2618709802627563,1.2466012239456177,1.0857380628585815,1.090919852256775,1.3782672882080078,0.744717001914978
CYM,Cayman Islands,2008,Latin America & Caribbean,High income,0.7971653342247009,1.270924687385559,1.1125096082687378,1.1179795265197754,1.146645426750183,0.7461754083633423
CYM,Cayman Islands,2009,Latin America & Caribbean,High income,1.109147548675537,1.264180064201355,1.0926268100738525,0.8909629583358765,1.1627895832061768,0.5589761137962341
CYM,Cayman Islands,2010,Latin America & Caribbean,High income,1.1212955713272095,1.2464534044265747,1.1496379375457764,0.8944793939590454,1.1570364236831665,0.5776708722114563
CYM,Cayman Islands,2011,Latin America & Caribbean,High income,1.3444024324417114,1.2364304065704346,1.3363608121871948,0.876532793045044,1.135535717010498,0.5798700451850891
CYM,Cayman Islands,2012,Latin America & Caribbean,High income,1.3462435007095337,1.2475881576538086,0.9593843817710876,0.8909997940063477,1.1024028062820435,0.5742149949073792
CYM,Cayman Islands,2013,Latin America & Caribbean,High income,1.3519916534423828,1.221081256866455,1.0176153182983398,0.8957628607749939,1.111847996711731,0.548888623714447
CYM,Cayman Islands,2014,Latin America & Caribbean,High income,1.0140010118484497,1.1751813888549805,1.0463472604751587,0.5865241289138794,0.848234236240387,0.4731224775314331
CYM,Cayman Islands,2015,Latin America & Caribbean,High income,0.9733107686042786,1.1305315494537354,1.128693699836731,0.7834286689758301,0.798683226108551,0.46916234493255615
CYM,Cayman Islands,2016,Latin America & Caribbean,High income,0.48203927278518677,1.1407290697097778,1.1407757997512817,0.7641104459762573,0.7743396162986755,0.4749576151371002
CYM,Cayman Islands,2017,Latin America & Caribbean,High income,0.48095253109931946,1.1824500560760498,1.1626113653182983,0.7440435886383057,0.7405158281326294,0.4854893982410431
CYM,Cayman Islands,2018,Latin America & Caribbean,High income,0.4560483396053314,1.157993197441101,1.1108349561691284,0.7396830320358276,0.9663156270980835,0.4720602333545685
CYM,Cayman Islands,2019,Latin America & Caribbean,High income,0.42790675163269043,1.1250885725021362,1.4015254974365234,0.7335368394851685,0.970051646232605,0.4685657024383545
CYP,Cyprus,2000,Europe & Central Asia,High income,1.081236481666565,1.074904203414917,0.5174998641014099,1.0160588026046753,1.0877645015716553,1.0571374893188477
CYP,Cyprus,2002,Europe & Central Asia,High income,1.1262842416763306,1.295337438583374,0.19942060112953186,0.989593505859375,1.193389654159546,1.1171190738677979
CYP,Cyprus,2003,Europe & Central Asia,High income,1.1923081874847412,1.1232738494873047,0.532275915145874,0.9387817978858948,1.1817295551300049,0.9944630265235901
CYP,Cyprus,2004,Europe & Central Asia,High income,0.8732545971870422,1.1075246334075928,0.3801775872707367,0.9086741805076599,1.219127893447876,0.9500312805175781
CYP,Cyprus,2005,Europe & Central Asia,High income,0.8990399837493896,1.1524289846420288,0.5175192356109619,0.8772581219673157,1.2201277017593384,0.955872654914856
CYP,Cyprus,2006,Europe & Central Asia,High income,1.0855625867843628,1.261753797531128,0.5396649837493896,1.0939745903015137,1.2766484022140503,1.0520673990249634
CYP,Cyprus,2007,Europe & Central Asia,High income,1.0733704566955566,1.4211655855178833,0.5370557308197021,1.105589747428894,1.3318005800247192,1.0666557550430298
CYP,Cyprus,2008,Europe & Central Asia,High income,1.1931275129318237,1.5237752199172974,0.6390039324760437,1.2066385746002197,1.3679983615875244,1.0840340852737427
CYP,Cyprus,2009,Europe & Central Asia,High income,0.905417799949646,1.4143821001052856,0.39028748869895935,1.2061339616775513,1.3601551055908203,1.0680276155471802
CYP,Cyprus,2010,Europe & Central Asia,High income,0.9692858457565308,1.5265111923217773,0.45244482159614563,1.2096072435379028,1.4210232496261597,1.0233906507492065
CYP,Cyprus,2011,Europe & Central Asia,High income,0.8592480421066284,1.5578886270523071,0.6079844832420349,1.0653131008148193,1.2310030460357666,1.0535831451416016
CYP,Cyprus,2012,Europe & Central Asia,High income,1.243302345275879,1.3836010694503784,0.6351260542869568,1.0935593843460083,1.1245450973510742,1.0220235586166382
CYP,Cyprus,2013,Europe & Central Asia,High income,1.238527774810791,1.3599035739898682,0.5633471608161926,1.0299584865570068,0.9108572006225586,0.9807703495025635
CYP,Cyprus,2014,Europe & Central Asia,High income,1.0706753730773926,1.1351995468139648,0.5518820881843567,1.0747168064117432,1.0940992832183838,1.0199453830718994
CYP,Cyprus,2015,Europe & Central Asia,High income,0.9711732268333435,1.0175507068634033,0.5424491167068481,1.0102670192718506,1.0476504564285278,1.0316162109375
CYP,Cyprus,2016,Europe & Central Asia,High income,0.789454460144043,0.9262667298316956,0.5937868356704712,0.693160891532898,1.0404248237609863,1.0465184450149536
CYP,Cyprus,2017,Europe & Central Asia,High income,0.746647298336029,0.8853787183761597,0.5309741497039795,0.854454517364502,1.0184805393218994,1.0562587976455688
CYP,Cyprus,2018,Europe & Central Asia,High income,0.607749342918396,0.8836205005645752,0.48454225063323975,0.7210534811019897,0.8625752329826355,1.0157079696655273
CYP,Cyprus,2019,Europe & Central Asia,High income,0.5989503264427185,0.9557580947875977,0.5445982217788696,0.7267272472381592,0.999724805355072,1.0466398000717163
CZE,Czechia,2000,Europe & Central Asia,High income,0.14603766798973083,0.587459146976471,0.33273962140083313,0.6071162819862366,0.7436658143997192,0.7627751231193542
CZE,Czechia,2002,Europe & Central Asia,High income,0.3580579161643982,0.9219973087310791,1.0441006422042847,0.8598251342773438,1.1126179695129395,1.0164035558700562
CZE,Czechia,2003,Europe & Central Asia,High income,0.48998209834098816,0.8541763424873352,0.8870581388473511,0.8737097978591919,1.1368143558502197,1.0141751766204834
CZE,Czechia,2004,Europe & Central Asia,High income,0.3844904899597168,0.8645075559616089,0.6538758277893066,0.758330762386322,0.9995909929275513,0.9544612765312195
CZE,Czechia,2005,Europe & Central Asia,High income,0.4802260100841522,0.913030743598938,0.9363840818405151,0.8577410578727722,1.1090284585952759,0.905672550201416
CZE,Czechia,2006,Europe & Central Asia,High income,0.35034677386283875,1.082499384880066,1.0537288188934326,0.862385094165802,1.1080676317214966,0.9622926712036133
CZE,Czechia,2007,Europe & Central Asia,High income,0.32136908173561096,0.8451918363571167,1.0154139995574951,0.8787439465522766,1.0531712770462036,0.9952837824821472
CZE,Czechia,2008,Europe & Central Asia,High income,0.34373998641967773,0.9514686465263367,1.049879550933838,0.9002372026443481,1.222459077835083,1.0327587127685547
CZE,Czechia,2009,Europe & Central Asia,High income,0.38089263439178467,0.8735118508338928,0.9058293700218201,0.9562178254127502,1.3092801570892334,1.0330442190170288
CZE,Czechia,2010,Europe & Central Asia,High income,0.38459011912345886,0.9017294049263,0.9892337322235107,0.9309191703796387,1.2972921133041382,1.0148650407791138
CZE,Czechia,2011,Europe & Central Asia,High income,0.3836044371128082,0.9226135015487671,1.1091176271438599,1.017497181892395,1.1957968473434448,1.0226643085479736
CZE,Czechia,2012,Europe & Central Asia,High income,0.3101796507835388,0.9217185974121094,1.0541061162948608,1.02260160446167,1.0530338287353516,0.9703797101974487
CZE,Czechia,2013,Europe & Central Asia,High income,0.29911181330680847,0.9158092737197876,1.0847785472869873,1.023870587348938,1.0785640478134155,0.9844837188720703
CZE,Czechia,2014,Europe & Central Asia,High income,0.42975661158561707,1.0311334133148193,0.9899904727935791,1.1388721466064453,1.001393437385559,1.0266318321228027
CZE,Czechia,2015,Europe & Central Asia,High income,0.46791335940361023,1.0255961418151855,0.9702510833740234,1.1070873737335205,1.0839152336120605,1.0427416563034058
CZE,Czechia,2016,Europe & Central Asia,High income,0.5559455156326294,1.0081157684326172,0.963384211063385,0.9883269667625427,0.9737192988395691,1.0252814292907715
CZE,Czechia,2017,Europe & Central Asia,High income,0.5681413412094116,1.0305942296981812,0.9906507730484009,1.0885893106460571,1.2225563526153564,0.8801470398902893
CZE,Czechia,2018,Europe & Central Asia,High income,0.5097284913063049,0.9511541724205017,1.026412844657898,1.0198062658309937,1.267307996749878,0.8223541378974915
CZE,Czechia,2019,Europe & Central Asia,High income,0.5334859490394592,0.9196427464485168,0.9419956803321838,1.017093539237976,1.2353286743164062,0.8341525197029114
DEU,Germany,2000,Europe & Central Asia,High income,1.8015453815460205,1.8045316934585571,1.4113357067108154,1.6094188690185547,1.4561434984207153,1.3148020505905151
DEU,Germany,2002,Europe & Central Asia,High income,1.8887436389923096,1.6600180864334106,1.0960174798965454,1.634389877319336,1.5109431743621826,1.4140313863754272
DEU,Germany,2003,Europe & Central Asia,High income,1.8757613897323608,1.357405185699463,0.5778592228889465,1.6375846862792969,1.5018779039382935,1.413554310798645
DEU,Germany,2004,Europe & Central Asia,High income,1.8400654792785645,1.4671474695205688,0.6388843655586243,1.6202044486999512,1.4695730209350586,1.4960401058197021
DEU,Germany,2005,Europe & Central Asia,High income,1.8754422664642334,1.5005247592926025,0.8889153599739075,1.6521981954574585,1.5151065587997437,1.4858338832855225
DEU,Germany,2006,Europe & Central Asia,High income,1.793642520904541,1.6459760665893555,1.0250695943832397,1.7700861692428589,1.5689088106155396,1.365230917930603
DEU,Germany,2007,Europe & Central Asia,High income,1.7265193462371826,1.631312370300293,0.9958238005638123,1.7555906772613525,1.6161655187606812,1.3364784717559814
DEU,Germany,2008,Europe & Central Asia,High income,1.7458958625793457,1.5140553712844849,0.9438307881355286,1.7340261936187744,1.4888845682144165,1.3367778062820435
DEU,Germany,2009,Europe & Central Asia,High income,1.7462103366851807,1.5751092433929443,0.8599025011062622,1.6486722230911255,1.5164527893066406,1.334960699081421
DEU,Germany,2010,Europe & Central Asia,High income,1.766428828239441,1.5156937837600708,0.7968344688415527,1.6375046968460083,1.5706861019134521,1.2977832555770874
DEU,Germany,2011,Europe & Central Asia,High income,1.7419499158859253,1.5001389980316162,0.8422184586524963,1.618219256401062,1.5488677024841309,1.3492107391357422
DEU,Germany,2012,Europe & Central Asia,High income,1.8176301717758179,1.5309758186340332,0.7756212949752808,1.6692320108413696,1.5290828943252563,1.393738031387329
DEU,Germany,2013,Europe & Central Asia,High income,1.7980008125305176,1.5104146003723145,0.9279838800430298,1.6419838666915894,1.5443403720855713,1.4061304330825806
DEU,Germany,2014,Europe & Central Asia,High income,1.812294840812683,1.6648246049880981,0.9251864552497864,1.8502047061920166,1.6970391273498535,1.4362962245941162
DEU,Germany,2015,Europe & Central Asia,High income,1.775833249092102,1.6563975811004639,0.6875149607658386,1.7591400146484375,1.7119146585464478,1.4221371412277222
DEU,Germany,2016,Europe & Central Asia,High income,1.7812939882278442,1.6601879596710205,0.6675411462783813,1.5833015441894531,1.8065539598464966,1.3646674156188965
DEU,Germany,2017,Europe & Central Asia,High income,1.7969756126403809,1.6131117343902588,0.5743812918663025,1.5740704536437988,1.7752634286880493,1.432480812072754
DEU,Germany,2018,Europe & Central Asia,High income,1.8983986377716064,1.5235637426376343,0.5778652429580688,1.5913753509521484,1.7563267946243286,1.4431171417236328
DEU,Germany,2019,Europe & Central Asia,High income,1.8651033639907837,1.4953458309173584,0.5485398769378662,1.5813193321228027,1.7149388790130615,1.3540282249450684
DJI,Djibouti,2000,Middle East & North Africa,Lower middle income,-0.6366040706634521,-0.904505729675293,-0.24112597107887268,-0.8829662203788757,-0.7132534384727478,-0.877741813659668
DJI,Djibouti,2002,Middle East & North Africa,Lower middle income,-0.6283738017082214,-0.7647284269332886,-0.31310296058654785,-0.9395100474357605,-0.6691955924034119,-0.8308863639831543
DJI,Djibouti,2003,Middle East & North Africa,Lower middle income,-0.648552417755127,-0.7104499340057373,-0.9128032326698303,-0.8790823817253113,-0.7305504083633423,-0.6663972735404968
DJI,Djibouti,2004,Middle East & North Africa,Lower middle income,-0.4290712773799896,-0.63551265001297,-0.34411585330963135,-0.7727962136268616,-0.7446686625480652,-0.7843679785728455
DJI,Djibouti,2005,Middle East & North Africa,Lower middle income,-0.7118306159973145,-0.8164376616477966,-0.8122296929359436,-0.9547476172447205,-0.84547358751297,-1.1099461317062378
DJI,Djibouti,2006,Middle East & North Africa,Lower middle income,-0.6672717332839966,-0.9157331585884094,-0.262578547000885,-0.8860926628112793,-0.8401292562484741,-1.1203055381774902
DJI,Djibouti,2007,Middle East & North Africa,Lower middle income,-0.5424625277519226,-0.9025034308433533,-0.12364405393600464,-0.771052896976471,-0.7800368666648865,-1.1966655254364014
DJI,Djibouti,2008,Middle East & North Africa,Lower middle income,-0.3032439053058624,-0.9174343347549438,0.2683892250061035,-0.6566768884658813,-0.7235907316207886,-1.1967421770095825
DJI,Djibouti,2009,Middle East & North Africa,Lower middle income,-0.36772942543029785,-0.9330814480781555,0.4942390024662018,-0.697536051273346,-0.6604913473129272,-1.2093946933746338
DJI,Djibouti,2010,Middle East & North Africa,Lower middle income,-0.4020637273788452,-1.0069079399108887,0.25348126888275146,-0.7521017789840698,-0.6763269901275635,-1.2656699419021606
DJI,Djibouti,2011,Middle East & North Africa,Lower middle income,-0.42164087295532227,-0.9810076355934143,0.17770324647426605,-0.8217265009880066,-0.5896092057228088,-1.4111381769180298
DJI,Djibouti,2012,Middle East & North Africa,Lower middle income,-0.47018471360206604,-1.0816160440444946,0.16061921417713165,-0.8036234974861145,-0.45631369948387146,-1.4340441226959229
DJI,Djibouti,2013,Middle East & North Africa,Lower middle income,-0.5503928661346436,-0.9809541702270508,-0.10218752175569534,-0.7746179103851318,-0.543590784072876,-1.471175193786621
DJI,Djibouti,2014,Middle East & North Africa,Lower middle income,-0.5966958403587341,-1.0161175727844238,-0.7702322602272034,-0.8759495615959167,-0.5754498839378357,-1.4315377473831177
DJI,Djibouti,2015,Middle East & North Africa,Lower middle income,-0.6975224614143372,-1.0177425146102905,-0.44767192006111145,-0.9447970390319824,-0.7523522973060608,-1.412994623184204
DJI,Djibouti,2016,Middle East & North Africa,Lower middle income,-0.6897622346878052,-1.039555311203003,-0.6285539865493774,-1.000722885131836,-0.7495781779289246,-1.3711071014404297
DJI,Djibouti,2017,Middle East & North Africa,Lower middle income,-0.671423614025116,-1.0867270231246948,-0.7339450716972351,-0.9319979548454285,-0.6895853877067566,-1.4068377017974854
DJI,Djibouti,2018,Middle East & North Africa,Lower middle income,-0.7431216239929199,-0.9860453605651855,-0.13342666625976562,-0.9504136443138123,-0.7416025400161743,-1.364745020866394
DJI,Djibouti,2019,Middle East & North Africa,Lower middle income,-0.8804851174354553,-0.8180950880050659,-0.34338805079460144,-0.9461870789527893,-0.821162223815918,-1.4233170747756958
DMA,Dominica,2000,Latin America & Caribbean,Upper middle income,0.8615375757217407,0.872710645198822,0.48636171221733093,0.8036463856697083,0.9871867895126343,1.093752384185791
DMA,Dominica,2002,Latin America & Caribbean,Upper middle income,0.8502103686332703,0.8346102833747864,0.5474563837051392,0.8093909621238708,0.9397043585777283,1.1096135377883911
DMA,Dominica,2003,Latin America & Caribbean,Upper middle income,0.8541200757026672,0.8341653943061829,0.6724863648414612,0.8044315576553345,0.926884114742279,1.0535876750946045
DMA,Dominica,2004,Latin America & Caribbean,Upper middle income,0.7593575119972229,0.6234781742095947,0.9451507329940796,0.7200284004211426,0.7506150603294373,0.9856119155883789
DMA,Dominica,2005,Latin America & Caribbean,Upper middle income,0.7435901761054993,0.5705505013465881,0.8295294046401978,0.6771659851074219,0.8010173439979553,0.9323842525482178
DMA,Dominica,2006,Latin America & Caribbean,Upper middle income,0.6898226737976074,0.5677071213722229,0.9096983671188354,0.7408661842346191,0.905649721622467,1.0053508281707764
DMA,Dominica,2007,Latin America & Caribbean,Upper middle income,0.7056018114089966,0.5935676693916321,0.7873640656471252,0.7012197375297546,0.7194977402687073,0.9974714517593384
DMA,Dominica,2008,Latin America & Caribbean,Upper middle income,0.791117250919342,0.6297042369842529,0.9119060039520264,0.6933887004852295,0.4840563237667084,1.03441321849823
DMA,Dominica,2009,Latin America & Caribbean,Upper middle income,0.8083434104919434,0.6705398559570312,0.665553092956543,0.741603672504425,0.4975619614124298,1.0122531652450562
DMA,Dominica,2010,Latin America & Caribbean,Upper middle income,0.77107173204422,0.680927038192749,0.9031177759170532,0.717768132686615,0.3475694954395294,0.982540488243103
DMA,Dominica,2011,Latin America & Caribbean,Upper middle income,0.7689381837844849,0.6740520000457764,1.1391586065292358,0.6877285838127136,0.23176248371601105,0.9879897832870483
DMA,Dominica,2012,Latin America & Caribbean,Upper middle income,0.6957089900970459,0.7509350776672363,0.9805854558944702,0.6991367936134338,0.29865676164627075,0.946590006351471
DMA,Dominica,2013,Latin America & Caribbean,Upper middle income,0.6923871040344238,0.7950553894042969,1.1198562383651733,0.720875084400177,0.28756046295166016,0.9667360186576843
DMA,Dominica,2014,Latin America & Caribbean,Upper middle income,0.6911832690238953,0.16260926425457,1.0571781396865845,0.5499586462974548,0.28248149156570435,1.067069411277771
DMA,Dominica,2015,Latin America & Caribbean,Upper middle income,0.6071121096611023,0.21450679004192352,1.0544320344924927,0.702053427696228,0.24054260551929474,0.878656804561615
DMA,Dominica,2016,Latin America & Caribbean,Upper middle income,0.6241733431816101,0.16849443316459656,0.9776630997657776,0.6499630212783813,0.17861531674861908,0.8986679911613464
DMA,Dominica,2017,Latin America & Caribbean,Upper middle income,0.6347422003746033,-0.24214771389961243,1.172776699066162,0.65121990442276,0.13630543649196625,0.8842377662658691
DMA,Dominica,2018,Latin America & Caribbean,Upper middle income,0.5357992649078369,-0.2689667344093323,1.0690584182739258,0.7044506072998047,0.1253012716770172,0.7965333461761475
DMA,Dominica,2019,Latin America & Caribbean,Upper middle income,0.5216077566146851,-0.2530595362186432,1.0299415588378906,0.7183371186256409,0.15173670649528503,0.8664295077323914
DNK,Denmark,2000,Europe & Central Asia,High income,2.3211774826049805,1.896548867225647,1.5010689496994019,1.8087334632873535,1.7106436491012573,1.5359653234481812
DNK,Denmark,2002,Europe & Central Asia,High income,2.3106510639190674,2.024043321609497,1.5242440700531006,1.8823407888412476,1.7113683223724365,1.5328679084777832
DNK,Denmark,2003,Europe & Central Asia,High income,2.358764886856079,2.0879786014556885,1.2038156986236572,1.92051100730896,1.7327196598052979,1.6014522314071655
DNK,Denmark,2004,Europe & Central Asia,High income,2.4068245887756348,2.287221908569336,1.0843373537063599,1.9305239915847778,1.748650074005127,1.8009917736053467
DNK,Denmark,2005,Europe & Central Asia,High income,2.278205633163452,2.1149067878723145,1.0734953880310059,1.9361090660095215,1.6496312618255615,1.739608883857727
DNK,Denmark,2006,Europe & Central Asia,High income,2.459118366241455,2.223954439163208,1.0467928647994995,1.9834989309310913,1.803427815437317,1.5716361999511719
DNK,Denmark,2007,Europe & Central Asia,High income,2.4348340034484863,2.3471908569335938,1.1181892156600952,1.9951704740524292,1.926708459854126,1.477704405784607
DNK,Denmark,2008,Europe & Central Asia,High income,2.376408815383911,2.241359233856201,1.0653867721557617,1.9540562629699707,1.8736473321914673,1.5383059978485107
DNK,Denmark,2009,Europe & Central Asia,High income,2.4354944229125977,2.2286078929901123,1.0011826753616333,1.9171271324157715,1.8786512613296509,1.5382599830627441
DNK,Denmark,2010,Europe & Central Asia,High income,2.3523590564727783,2.1000704765319824,1.0409610271453857,1.8984417915344238,1.873854398727417,1.541956901550293
DNK,Denmark,2011,Europe & Central Asia,High income,2.3928840160369873,2.101074695587158,1.1002930402755737,1.919791340827942,1.8986310958862305,1.5517070293426514
DNK,Denmark,2012,Europe & Central Asia,High income,2.3824622631073,1.986991047859192,0.9149106740951538,1.875066876411438,1.7991613149642944,1.6741142272949219
